,molecular_formula,mass
C12691,C13H12N3O6S.,361.03445
C12694,C19H30OS,306.201736
C12695,C27H34F2O7,508.22725999999994
C12712,C26H25N2O6S.,516.133102
C12717,C20H21NO3.,359.128821
C12724,C24H32O4,384.23006000000004
C12729,C23H29ClO4,404.175437
C12739,C9H11FN2O5,246.0652
C12750,C32H46N8O6S2,702.298173
C12753,C41H67NO15,813.4510700000001
C12755,C20H22N2S,322.150369
C12766,C15H23N3O4S,341.140927
C12767,C17H18N2S2,314.09114
C12768,C17H22NOS2.,399.032618
C12786,C20H34O5.,475.31451699999997
C12796,C43H75NO16,861.5085849999999
C12798,C12H18ClNO.,263.08437000000004
C12811,C21H32O,300.245316
C12814,C22H28N.,385.140513
C12816,C30H42O8,530.287968
C12819,C10H15NO4,213.100108
C12829,C6H11BrN2O2,222.00038999999998
C12831,C6H3Cl3O2,211.91986200000002
C12832,C6H5Cl3O2,213.935513
C12833,C6H3Cl3O4,243.90969199999998
C12834,C6H2Cl2O4,207.933014
C12835,C6H4Cl2O5,225.943579
C12836,C6H7ClO5,193.998201
C12837,C6H7ClO2,146.01345700000002
C12838,C6H4O4,140.010959
C12839,H3PO4.,202.07185800000002
C12842,C11H15N3O4,253.106256
C12849,C6H6O4S,173.998679
C12853,C12H15Cl2NO5S,355.00479900000005
C12859,C23H32O3,356.23514500000005
C12861,C27H37N9O7S3,695.197807
C12862,C2H8N2O3Pt,303.01826600000004
C12864,C22H25NO3,351.183444
C12865,C13H11NO2,213.078979
C12869,C16H26NO4S,328.158254
C12871,C37H48N4O5,628.362471
C12876,C5H9NO3S,163.03031399999998
C12886,C21H27NO2.,361.180857
C12888,C25H34O8,462.22536799999995
C12889,C10H21NO2,187.157229
C12891,C45H76N2O15,884.5245699999999
C12893,MgCO3,83.969786
C12896,C28H38N4O.,562.31552
C12905,C17H25NO3,291.183444
C12915,C21H26ClN3O2,387.171355
C12919,C27H44O3,416.329045
C12933,(C27H33N3O8)2.,1234.47651
C12935,C3H7O6P.,209.96061600000002
C12937,C28H37ClN4O.,552.218945
C12942,(CH2O)n,30.026027
C12946,C16H29NO5,315.204573
C12948,C21H27NO3S2.,441.119913
C12954,C31H44N2O10.,676.2529509999999
C12958,C12H16N2O2,220.121178
C12959,C20H26N2.,444.226037
C12961,C29H32FO9S.,598.1648759999999
C12962,C24H25NO3,375.183444
C12967,C49H76O3,712.579446
C12978,C27H48O,388.370516
C12979,C16H19N3O5S,365.10454100000004
C12981,C35H53NO3,535.402545
C12986,C8H13NO5,203.079373
C12987,C8H14NO8P,283.045703
C12988,C8H13NO4,187.084458
C12989,C8H16N2O3,188.11609199999998
C13008,C10H10N2O,174.07931299999998
C13014,C12H10O2,186.06808
C13016,C12H12N6O10S2.,509.985171
C13024,C28H25N6O10S2.,692.097127
C13031,C23H30Cl2NO6P.,563.0983190000001
C13034,C3H6BrNO4,198.94801999999999
C13037,C20H28O,284.214016
C13038,C14H10F3NO2,281.06636299999997
C13044,C27H50O6,470.36073899999997
C13048,C10H14NO5P,259.06095899999997
C13050,C15H21N5O13P2,541.061109
C13051,C21H28N6O18P3,745.067293
C13055,C22H24N2O9.,496.124858
C13058,C4H5NO4.,170.984449
C13061,C12H13N3O4S,295.062677
C13072,C18H13NO8S2.,480.987797
C13074,C41H64NO16R,826.945747
C13077,C24H32O4,384.23006000000004
C13085,C6H9O7.,216.02459700000003
C13086,C6H10Ge2O7,341.88500899999997
C13089,C20H25N5O7S2.,547.096217
C13101,C18H22O2,270.16197999999997
C13102,BiN3H2O9,396.959487
C13103,C35H59NO13,701.398641
C13104,(C7H5NO3)2.,404.01132
C13106,C16H26N5O8.,416.407061
C13109,C18H26NO3.,383.109606
C13110,C18H21N2O5S.,416.080824
C13112,C9H11N3O4.,261.051634
C13127,C10H8BrN3O,264.985074
C13129,C25H30N4O9S2.,766.1648349999999
C13138,C12H17NO3,223.120843
C13140,CaO,55.957506
C13141,C23H29N5O8S2,567.145754
C13142,C17H18N5O6S2.,475.05961900000005
C13143,C19H16N5O7S3.,545.010955
C13144,C13H12N2O2.,264.066555
C13154,C24H34O5,402.240624
C13156,(C42H70O35)n,1134.986125
C13167,C32H43N5O5.,673.314534
C13168,C35H41N5O5.,707.2988839999999
C13173,C41H76N2O15,836.52457
C13179,C17H18F3N3O3,369.130026
C13182,C23H27N3O4.,445.176834
C13183,C42H70O35,1134.369764
C13189,CaBr2,197.799266
C13192,K2SO4,173.879143
C13194,CaSO4,135.91432
C13197,K2HPO4,173.88865900000002
C13198,KBr,117.88204499999999
C13199,Na2SO4,141.931269
C13202,C31H52O3,472.391646
C13229,C13H16N3O4S.,351.086486
C13235,C16H22N2O3.,326.13972
C13240,C4H10O,74.073165
C13244,C11H12N2O,188.09496299999998
C13249,C6H5O7.,293.993966
C13252,C11H16FN3O3,257.11757
C13254,(C19H20N2)2.,840.301527
C13269,C21H27N5O7S,493.16311900000005
C13273,C20H34O2,306.25588
C13280,C8H9N3O4,211.059306
C13297,C23H38O,330.29226600000004
C13299,C35H58O12,670.392827
C13301,C60H86N16O13.,1298.677156
C13309,C30H44O2,436.33413099999996
C13310,C12H14NO5S.,307.049038
C13311,C10H16N2O2,196.12117800000001
C13326,(C19H24NO3)2.,668.3138280000001
C13334,C25H23FNO4,420.161111
C13342,C9H10O2,150.06808
C13355,C12H13NO3,219.08954300000002
C13358,C28H40O7,488.277404
C13364,C22H34O2,330.25588
C13373,Xe,131.904155
C13376,C25H23N8O7S2.,634.1028809999999
C13377,HgCl2,271.90833100000003
C13378,C14H23N4O9P2S,485.06609699999996
C13383,CHI3,393.721229
C13391,Al(OH)3,77.989757
C13392,C10H8,128.0626
C13400,C9H8O4.,399.02326600000004
C13403,C8H10N4O2.,338.0991
C13409,TiO2,79.937776
C13410,C15H12Cl2F4O2,370.015048
C13414,C15H17O3S.,300.07961
C13415,(C8H11NO2)mon,
C13416,C18H19O5S.,370.08508900000004
C13422,C27H40O6,460.28248899999994
C13424,C25H32N2O.,376.53542300000004
C13425,C37H54O3,546.407296
C13426,C22H35IO2,454.169303
C13427,(C5H4NOS)2.,315.931865
C13429,C11H9I3N2O4.,1444.631889
C13431,C40H56O4,600.41786
C13433,C40H56O4,600.41786
C13440,C18H19N3O6S,405.09945600000003
C13441,C26H35N3O5.,541.211027
C13444,C25H28O3,376.203845
C13450,C58H84N2O18,1096.571914
C13451,C58H84N2O18,1096.571914
C13452,C76H52O46,1700.1729739999998
C13453,C15H22O3,250.15689500000002
C13454,C15H22O4,266.15180899999996
C13455,C15H20O3,248.14124500000003
C13456,C15H22O3,250.15689500000002
C13470,C49H76O20,984.492995
C13478,C14H9Cl2N3S2,352.961494
C13480,C19H30N5O10P,519.173029
C13482,C4H12NO4P,169.05039399999998
C13487,C18H20F4O3,360.134857
C13493,C30H62O10,582.434298
C13494,C21H25ClFN3O3.,649.20498
C13500,C35H57NO13(R1)(R2).,
C13503,C40H30N10O6.,816.172684
C13505,C22H19N4O8S2.,554.0542
C13508,C11H16O12SR2,404.367656
C13511,(C6H11O7)3.,641.086375
C13515,RbOH,101.914529
C13522,C6H12Br2O4,305.910234
C13523,C128H216N44O38(R1)(R2),
C13524,C20H24ClN3S.,565.1141759999999
C13526,C42H38O20,862.1956439999999
C13534,C12H15NO3.,257.081871
C13540,C21H26ClN3OS.,635.170428
C13542,C12H24O11.,380.15299100000004
C13546,C14H10N4O.,286.062139
C13547,C27H45IO,516.2531650000001
C13548,C36H60O30.,1326.557565
C13550,C27H46O2,402.349781
C13553,C49H88N16O27S5R.,1493.6402509999998
C13554,C36H50O6,578.360739
C13556,Ca(H2PO4)2,233.900731
C13557,KNO3,100.951525
C13558,Na2HPO4,141.940784
C13563,NaCl,57.958622
C13569,C57H82O26,1182.509433
C13587,C88H95Cl2N9O33,1875.540932
C13588,C88H97Cl2N9O33,1877.556582
C13591,C17H27NO4.,345.170686
C13610,C89H99Cl2N9O33,1891.572232
C13612,C89H99Cl2N9O33,1891.572232
C13613,C72H68Cl2N8O28,1562.352009
C13619,As2O3,197.82793700000002
C13620,C15H12Br4O2,539.75708
C13621,C15H13Br3O2,461.846567
C13622,C15H14Br2O2,383.93605499999995
C13623,C15H15BrO2,306.025542
C13624,C15H16O2,228.11503
C13625,C18H20O2,268.14633
C13626,C15H16O3,244.10994399999998
C13628,C15H14O3,242.094294
C13629,C15H16O3,244.10994399999998
C13630,C14H11NO3,241.07389300000003
C13631,C15H16O3,244.10994399999998
C13632,C15H14O2,226.09937999999997
C13633,C15H14O4,258.089209
C13634,C15H16O4,260.104859
C13635,C8H8O3,152.04734399999998
C13636,C8H8O3,152.04734399999998
C13637,C8H10O,122.07316499999999
C13638,C8H10O2,138.06808
C13639,C11H17NO.,215.107692
C13645,HBr,79.926163
C13646,C8H10ClN5,211.062473
C13650,C10H13N3,175.110947
C13651,,
C13652,C16H18N3O4S.,371.091571
C13660,(C6H8O7)2.,642.3072
C13662,C46H65N15O12S2,1083.437854
C13664,C13H19N2O,219.14973799999999
C13665,C11H14N2O,190.110613
C13666,C17H20N2O2,284.152478
C13667,C12H8N4O6S,336.016455
C13668,C9H4N4O4,232.02325499999998
C13670,C19H19N3O3,337.142641
C13671,C7H8FN3O4,217.049884
C13672,C7H10N2O4,186.06405700000002
C13673,C8H10N2O5,214.05897099999999
C13674,C22H34N4O,370.273262
C13675,C14H15N3O,241.12151200000002
C13676,C19H24N2O3S,360.150763
C13677,C14H17N2O2.,372.033471
C13678,C13H15N2O2.,358.01782099999997
C13679,C20H28N8.,450.18139800000006
C13680,C22H24O8,416.14711800000003
C13681,C8H10N3.,235.090391
C13682,C16H21NO3,275.152144
C13683,C19H25NO,283.193614
C13684,C18H33ClN2O5S.,460.15654800000004
C13687,C14H14O2,214.09937999999997
C13688,C6H13N3O2,159.100777
C13689,C6H5N2O3S.,219.97093999999998
C13690,C8H11NO5S,233.035793
C13691,C8H11NO5S,233.035793
C13692,C6H10N4,138.090546
C13693,C6H8N2O2,140.058578
C13694,C6H9NO2,127.06332900000001
C13695,C4H6N2O2S,146.014998
C13696,C6H11NO2,129.078979
C13697,C13H11NO2,213.078979
C13698,C13H9F3N2O2,282.061612
C13699,C15H10O2,222.06807999999998
C13700,C10H11ClO3,214.03967200000002
C13701,C9H9ClO3,200.024022
C13702,C17H14N2O7S3,453.996313
C13703,C17H18Cl2O4,356.058214
C13704,C32H32O16S4,800.057318
C13705,C16H16N2O4,300.111007
C13706,C14H10N2O10S2,429.977686
C13707,C20H32F2O5,390.221781
C13708,C10H14N4O2,222.111676
C13709,C16H24N4O2,304.18992599999996
C13710,C8H12N2O2,168.089878
C13711,C6H8N2OS,156.03573400000002
C13712,C21H34O2,318.25588
C13713,C21H34O3,334.25079500000004
C13714,C7H12O2,128.08373
C13715,C19H22O2,282.16197999999997
C13716,C15H17N3O3S,319.099062
C13717,C7H12O2,128.08373
C13718,C12H8Cl6O,377.870631
C13719,C14H11N3O3S,301.052112
C13720,C7H12OS,144.060886
C13721,C19H15BN.,291.119525
C13722,C18H28N5O19P3,711.059133
C13723,(C12H20O29S6)n,820.6592449999999
C13724,(C2H4O4S)n,124.115664
C13725,C27H31N2O6S2.,566.1521230000001
C13726,(C5H8O10S2)n,292.240878
C13727,C16H26N5O18P3,669.048569
C13728,C5H6N2,94.05309799999999
C13729,C13H19N5.,263.17461000000003
C13730,C18H23NO4,317.162708
C13731,C12H11N3O4,261.074956
C13732,C15H21NO6,311.136887
C13733,C10H16N2O4,228.11100699999997
C13734,C5H12NO5P,197.045309
C13735,C7H14NO5P,223.060959
C13736,C12H21N,179.1674
C13737,C16H15N,221.12044900000004
C13738,C3H5N5O2,143.044324
C13739,C6H8N2O4,172.048407
C13740,C11H18N5O12P3,505.01648099999994
C13741,C11H18N5O12P3,505.01648099999994
C13742,C10H16N5O12P3S,522.972901
C13743,C10H15N5O9P2S,443.006571
C13744,C24H24N5O15P3,715.048175
C13745,C14H14N3O12PS2,510.97565099999997
C13746,C29H20ClN7O11S3,773.007144
C13747,C7H8N4O2,180.064726
C13748,C12H8Br2N2O,353.900338
C13749,C14H13N3O2S,287.072847
C13750,C31H42N2O6,538.304287
C13751,C13H14ClN7O,319.094836
C13752,C12H12ClN7O,305.079186
C13753,C8H12ClN7O,257.079186
C13756,C19H16Cl2N3O5S.,509.01910599999997
C13757,C10H17N7O4,299.134202
C13758,C16H15F3N2O4,356.098392
C13759,C22H21NO3,347.152144
C13760,C28H26ClN3O3,487.16626900000006
C13761,C18H17F2NO5,365.107479
C13762,C17H18N4O5,358.12772
C13763,C26H36N2O3,424.272593
C13764,C28H40N2O5,484.29372199999995
C13765,C26H37NO8S2,555.196059
C13766,C23H30N2,334.240899
C13767,C15H14O5,274.08412400000003
C13768,(C52H97N16O13R)2.,2308.8565399999998
C13769,C16H23NO2,261.172879
C13771,C29H27N3O3,465.205242
C13772,C21H37ClN,338.26145299999996
C13773,C4H10N3O2,132.077302
C13774,,
C13776,C21H27N3O3S,401.17731200000003
C13777,C23H28ClN5O3,457.188068
C13778,C15H20N2O4S,324.114378
C13779,C26H20N2O,376.157563
C13780,C26H21N3O,391.16846200000003
C13781,C78H78Cl2N9O32R,1724.404205
C13782,C27H33NO4,435.240959
C13783,C34H30N4,494.24704699999995
C13784,C22H17ClN2,344.108026
C13785,C19H15ClO,294.081143
C13786,C20H31NO2S,349.20755
C13787,C19H36O2,296.27153
C13788,C30H31N,405.24565
C13789,C58H82N2O17(R1)(R2),
C13790,C14H28O3,244.20384500000003
C13791,C18H34O3,298.25079500000004
C13792,C17H32O3,284.23514500000005
C13793,C7H11BrO2,205.99424199999999
C13794,C19H19N5,317.164046
C13795,C13H27NO2,229.204179
C13796,C15H17N3O3,287.12699100000003
C13797,C18H28N2O2,304.215078
C13798,C18H30O3,294.219495
C13799,C21H21NO6,383.136887
C13800,C18H31NO4,325.225308
C13802,C20H30O5,350.20932400000004
C13803,C21H32O3,332.23514500000005
C13804,C25H40ClNO3,437.26967199999996
C13805,C16H16N2O2,268.121178
C13806,C23H41N5O3,435.32094000000006
C13807,C20H32O5,352.22497400000003
C13808,C20H32O5,352.22497400000003
C13809,C20H34O5,354.240624
C13810,C25H34O7,446.230453
C13811,C6H10O4.,232.142307
C13812,C25H34O7,446.230453
C13813,C25H34O7,446.230453
C13814,C25H34O7,446.230453
C13815,C20H44N,298.347375
C13816,C18H28O3,292.203845
C13817,C10H11BrN5O7P,422.957947
C13818,C22H34O5,378.240624
C13819,C22H34O5,378.240624
C13820,C15H20N2O4S,324.114378
C13821,C32H64O2,480.49063099999995
C13822,C42H82O4,650.621311
C13823,C11H20O2,184.14633
C13824,C25H20FN3O,397.15904
C13825,C16H24N5O8P,445.136249
C13826,C16H18FN3O2,303.138305
C13827,CHCl3,117.914383
C13828,C22H39NO2,349.29807999999997
C13829,C24H41NO2,375.31372999999996
C13830,C16H10ClF4NO2,359.033619
C13831,C12H25NO,199.193614
C13832,C18H29N,259.23
C13833,C15H8F6N2O2,362.04899700000004
C13834,C13H28,184.219101
C13835,C14H10ClF3N2O2,330.03829
C13836,C20H17F3N2O4,406.114042
C13837,C48H76O18,940.503166
C13838,C19H36O2,296.27153
C13840,C9H10N2O,162.07931299999998
C13841,C7H5ClN2O,168.009041
C13842,C77H150O3,1123.1584990000001
C13843,C20H30O3,318.219495
C13844,C9H8Cl2N2O,230.001368
C13845,C41H71NO4,641.5383099999999
C13846,C18H37NO,283.287515
C13847,C21H24N2,304.19394900000003
C13848,C29H35NO2,429.266779
C13849,C40H52O16,788.325536
C13851,C29H35N3O7.,573.224178
C13852,C15H16Cl3N5,371.047129
C13853,C25H19Cl2N3O2,463.085432
C13854,C15H30O4,274.214409
C13856,C23H38O4,378.27701
C13857,C23H38O4,378.27701
C13858,C21H44O3,344.329045
C13859,C19H40O3,316.297745
C13860,C21H42O3,342.313395
C13861,C37H70O5,594.522325
C13862,C37H72O4,580.5430610000001
C13863,C43H88O3,652.6733469999999
C13864,C35H66O4,550.496111
C13867,C57H88O8,900.6479199999999
C13869,C49H94O6,778.705041
C13870,C15H26O6,302.172939
C13871,C45H74O10,774.528199
C13872,C86H172O6,1301.3153929999999
C13874,C98H192O16,1625.42104
C13875,C42H83NO8P,760.58563
C13876,C42H83NO7P,744.590716
C13877,C39H76NO8P,717.530855
C13878,C39H76NO7P,701.53594
C13880,C40H76NO10P,761.520684
C13881,Ba,137.905241
C13883,C40H77O10P,748.525435
C13884,Sr,87.905614
C13885,C40H78O13P2,828.491766
C13888,C43H81O13P,836.541479
C13889,C37H71O8P,674.488656
C13890,C37H72O11P2,754.4549860000001
C13891,C36H65N3O15P2,841.389091
C13892,C46H83N3O15P2,979.529942
C13894,C42H85NO7P,746.606366
C13895,C40H79NO7P,716.5594150000001
C13896,C88H178NO9P,1424.3239230000001
C13897,C94H190NO15P,1604.387311
C13898,C32H60NO11P,665.390398
C13900,C32H58NO11P,663.3747480000001
C13901,C32H60NO10P,649.395484
C13902,C32H58NO10P,647.379834
C13903,C24H52NO6P,481.353225
C13906,C20H24FN3O4,389.17508399999997
C13907,C52H100N2O20P2,1134.634467
C13908,C94H178N2O25P2,1797.2193920000002
C13909,C110H208N2O26P2,2035.449058
C13910,C11H20O2,184.14633
C13914,C20H41NO2,327.31372999999996
C13915,C16H35NO2,273.266779
C13916,C32H63NO3,509.480795
C13918,C66H125NO5,1011.955776
C13920,C45H79N2O23R,1016.1103599999999
C13921,C50H87N2O27R,1148.2252079999998
C13922,C47H82N3O23R,1057.162366
C13923,C55H95N4O28R,1260.355247
C13924,C37H66NO18R,812.917479
C13925,C45H79N2O23R,1016.1103599999999
C13926,C53H92N3O28R,1219.303241
C13927,C29H52N10O6,636.407129
C13929,C31H53N11O5,659.4231139999999
C13931,C27H47N7O6,565.358782
C13932,H42N14O2Ru3.6Cl,785.8876809999999
C13937,C63H122N2O21P,1273.827771
C13938,C63H122N2O21P,1273.827771
C13940,C42H38O20,862.1956439999999
C13945,C10H18O3,186.125594
C13946,C17H32O3,284.23514500000005
C13947,C17H34O3,286.25079500000004
C13948,C16H31FO2,274.230808
C13949,C16H31ClO3,306.196173
C13952,C17H25N3O18P2,621.060834
C13958,C18H31NO4,325.225308
C13962,C15H15Cl2N2O8.,444.010316
C13963,C23H34O5,390.240624
C13964,C3H5O4P.,175.955136
C13967,C17H16N2O6S.,422.052446
C13968,C18H17N6O5S2.,484.059954
C13973,C17H19N2O6S.,420.096716
C13974,C46H56N4O10.,922.367023
C13976,C23H21N2O6S.,476.10180199999996
C13978,C24H23N3O6S.,517.107434
C13980,C19H22N3O4S.,427.096809
C13993,C17H18FN3O3.,385.12046200000003
C14001,C8H10NO5S.,255.01773799999998
C14002,C18H34N2O6S.,460.20099999999996
C14007,C17H15N7O8S4.,618.966033
C14010,C19H17ClN3O5S.,475.058078
C14015,C17H21NO.,393.194008
C14021,C15H14N2O6S2.,428.008867
C14029,C20H26N2.,410.220557
C14034,C23H27N5O7S,517.163119
C14039,C2H2Cl2,95.953355
C14040,C10H7NO2,173.047678
C14042,NaI,149.894238
C14043,C18H26O3,290.188195
C14044,C25H34O3,382.25079500000004
C14045,C25H34O3,382.25079500000004
C14049,C42H60O16.,898.31555
C14053,C31H41N5O5.,659.2988839999999
C14054,C32H43N5O5.,673.314534
C14055,C28H34N5O5R.,520.6012539999999
C14056,C40H67NO14,785.456156
C14057,C41H67NO15,813.4510700000001
C14058,C39H65NO14,771.4405059999999
C14059,C40H65NO15,799.43542
C14060,C38H63NO14,757.424856
C14061,C39H63NO15,785.41977
C14062,C37H61NO14,743.4092059999999
C14063,C41H69NO14,799.471806
C14064,C35H57NO13(R1)(R2),
C14077,C32H18N8,514.165443
C14078,C32H22N6O6S2.,696.083763
C14079,C15H14O6,290.07903799999997
C14081,C10H10N2OS.,242.02806099999998
C14082,C11H10,142.07825
C14083,C11H12O2,176.08373
C14084,C11H10O2,174.06808
C14085,C11H10O4,206.057909
C14086,C11H10O4,206.057909
C14087,C8H8O2,136.05243000000002
C14088,C8H8O3,152.04734399999998
C14089,C11H10O,158.073165
C14090,C11H8O,156.057515
C14091,C11H8O2,172.05243000000002
C14092,C11H10O4,206.057909
C14093,C11H8O4,204.042259
C14094,C11H8O6,236.032088
C14095,C11H8O6,236.032088
C14096,C8H6O4,166.026609
C14097,C8H6O5,182.021523
C14098,C11H10,142.07825
C14099,C11H8O,156.057515
C14100,C8H6O4,166.026609
C14101,C11H8O2,172.05243000000002
C14102,C11H12O2,176.08373
C14103,C8H8O3,152.04734399999998
C14104,C11H12O3,192.078644
C14105,C11H10O3,190.062994
C14106,C11H10O5,222.052823
C14107,C11H10O5,222.052823
C14108,C8H8O3,152.04734399999998
C14109,C8H8O4,168.042259
C14110,C7H8O3,140.04734399999998
C14111,C11H12O2,176.08373
C14112,C9H14O4,186.089209
C14113,C11H18O2,182.13068
C14114,C10H12,132.0939
C14115,C15H14O4,258.089209
C14116,C36H48N7O19P3S,1007.1938529999999
C14117,C36H46N7O19P3S,1005.1782029999999
C14118,C36H48N7O20P3S,1023.188767
C14119,C36H46N7O20P3S,1021.173117
C14120,C32H42N7O17P3S,921.1570730000001
C14123,C23H30N4O4S2,490.170847
C14125,C26H37N5O5S2,563.223611
C14126,C17H15N3O6S2,421.04022699999996
C14127,C21H30N4O5S,450.193691
C14128,C14H9Cl2N3S,320.989423
C14129,C27H28ClFN2OS,482.15949000000006
C14130,C10H14O,150.104465
C14131,C15H14O3,242.094294
C14132,C14H22O,206.16706499999998
C14133,C14H8Cl4,315.93801099999996
C14134,C20H16,256.125201
C14135,C17H22N2,254.178299
C14136,C14H11Cl3O2,315.982463
C14137,C15H10O3,238.062994
C14138,C10H14O,150.104465
C14139,C10H14O,150.104465
C14142,C10H14,134.10955
C14143,C27H44N7O19P3S,895.162552
C14144,C27H42N7O19P3S,893.146902
C14145,C27H44N7O20P3S,911.157467
C14146,C40H58,538.453852
C14147,C6H10N6,166.09669399999999
C14148,C6H9N5O,167.08071
C14149,C6H8N4O2,168.064726
C14150,C3H7N,57.057849
C14151,C27H46O2,402.349781
C14152,C28H48O2,416.365431
C14153,C29H44O2,424.33413099999996
C14154,C28H42O2,410.318481
C14155,C28H42O2,410.318481
C14156,C27H40O2,396.302831
C14157,C28H46O3,430.344695
C14158,C28H46O4,446.33960999999994
C14159,C28H46O3,430.344695
C14160,C28H46O3,430.344695
C14161,C20H26O5,346.17802400000005
C14162,C20H26O4,330.183109
C14163,C13H10O3,214.062994
C14164,C9H6I3NO3,556.748172
C14165,C12H11I3N2O4,627.785286
C14166,C19H27NO4,333.194008
C14167,C15H21NO2,247.157229
C14168,C12H17NO2,207.125929
C14169,C14H21NO2,235.157229
C14170,C8H9NO3,167.058243
C14171,C8H9NO3,167.058243
C14172,C16H23NO2,261.172879
C14173,C16H23NO2,261.172879
C14174,C20H25NO2,311.188529
C14175,C12H14O4,222.08920899999998
C14176,C10H6Cl8,405.797772
C14177,C6H15N4O6P,270.072921
C14178,C6H16N4O9P2,350.039251
C14179,C2H4O5S,139.977944
C14180,C11H19N3O7S,337.094371
C14181,C7H6N2O2S2,213.987069
C14182,C6H8N2O4S2,235.992548
C14183,C18H26O4,306.183109
C14184,C10Cl12,539.626233
C14185,C10H5Cl7,369.821094
C14186,C10H19N5O,225.15896
C14187,C14H9Cl5,351.914689
C14188,C10H14O,150.104465
C14189,C12H7Cl3O,271.956248
C14190,C12H6Cl4O,305.91727599999996
C14191,C12H9ClO2,220.02910699999998
C14192,C12H8Cl2O,237.99522000000002
C14193,C12H8Cl2O,237.99522000000002
C14194,C12H6Cl4O2,321.91219
C14195,C12H9ClO,204.034193
C14196,C12H6Cl4O2,321.91219
C14197,C12H4Cl6O,373.839331
C14198,C12H4Cl6O,373.839331
C14199,C12H6Cl4,289.92236099999997
C14200,C10H14O,150.104465
C14201,C12H4Cl6,357.844416
C14202,C12H4Cl6,357.844416
C14203,C12H4Cl6O,373.839331
C14204,C11H11F3N2O4,292.067091
C14205,C14H22O,206.16706499999998
C14206,C12H11Cl2NO4,303.006513
C14207,C11H11Cl2NO2,259.016684
C14208,C22H30O2,326.22458
C14209,C18H24O3,288.172545
C14210,C19H30O2,290.22458
C14211,C19H20O4,312.13615899999996
C14212,C29H31NO2,425.235479
C14213,C19H14O3,290.094294
C14214,C16H22O4,278.15180899999996
C14215,C13H10O3,214.062994
C14216,C12H10O4S,250.029979
C14217,C12H12,156.0939
C14218,C8H18O2,146.13068
C14219,C6H5ClO,128.002892
C14220,C13H10O3,214.062994
C14221,C15H12O3,240.078644
C14222,C18H12,228.0939
C14223,C20H16O4,320.104859
C14224,C12H10O,170.073165
C14225,C16H18O2,242.13067999999998
C14226,C11H16O,164.120115
C14227,C24H38O4,390.27701
C14228,C8H10NO5PS,263.00173
C14229,C9H9Cl2NO,217.00611899999998
C14230,C13H10O2,198.06808
C14231,C15H12O2,224.08372999999997
C14232,C15H12O2,224.08372999999997
C14233,C14H12O2,212.08372999999997
C14234,C16H16O2,240.11503
C14235,C18H15O4P,326.07079500000003
C14236,C13H20O2,208.14633
C14237,C15H12Cl2O2,294.021435
C14238,C14H10Cl2O2,280.005785
C14239,C18H24O,256.182715
C14240,C22H42O4,370.30831
C14241,C15H12O3,240.078644
C14242,C20H28O3,316.203845
C14243,C18H22O4,302.15180899999996
C14244,C13H12O2,200.08373
C14245,C18H30O,262.229666
C14246,C12H8Cl2,222.000306
C14247,C12H6Cl4,289.92236099999997
C14248,C12H8Cl2,222.000306
C14249,C20H26O2,298.19327999999996
C14250,C16H14Cl2O2,308.037085
C14251,C16H22OSi2,286.120918
C14252,C18H26OSi2,314.152219
C14253,C14H26O4,258.183109
C14254,C19H32O,276.245316
C14255,C20H30O2,302.22458
C14256,C19H26O3,302.188195
C14257,C19H24O2,284.17762999999997
C14258,C15H16O,212.120115
C14259,C26H34O3,394.25079500000004
C14260,C14H26O4,258.183109
C14261,C18H22O2,270.16197999999997
C14262,C11H15NO3,209.10519299999999
C14263,C15H11NO2,237.078979
C14264,C15H11NO3,253.07389300000003
C14265,C15H10N2O4,282.064057
